1	XBB
2	temp2
3	Dload/
4	DCK/
5	DRST
6	Intm
7	GND
8	Clampp
9	Deintm
10	GND
11	Oddp
12	Cclkm
13	GND
14	temp
15	DD/
16	GND
17	GND
18	GND
19	Intp
20	Clampm
21	GND
22	Deintp
23	Oddm
24	GND
25	Cclkp


