J5	1	SHIELD
J5	2	3.3D
J5	3	+3.3V-PSU-return
J5	4	SPAREOUT+
J5	5	SPAREOUT-
J5	6	VCMD-
J5	7	VSTROBE+
J5	8	VPCLK+
J5	9	VCRD-
J5	10	SHIELD
J5	11	GND
J5	12	VT-
J5	13	HTR
J5	14	SHIELD
J5	15	3.3D
J5	16	+3.3V-PSU-return
J5	17	SHIELD
J5	18	VCMD+
J5	19	VSTROBE-
J5	20	VPCLK-
J5	21	VCRD+
J5	22	SHIELD
J5	23	GND
J5	24	VT+
J5	25	+15

